"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"15/11/2013","4.324,29","4.242,94","4.358,54","4.242,94","62,76K","1,92%"
"14/11/2013","4.242,91","4.159,23","4.242,91","4.133,72","46,72K","1,66%"
"13/11/2013","4.173,50","4.239,52","4.239,73","4.173,45","44,62K","-1,76%"
"12/11/2013","4.248,37","4.209,54","4.248,37","4.195,72","44,38K","0,84%"
"11/11/2013","4.213,14","4.177,11","4.227,76","4.149,45","37,98K","0,64%"
"08/11/2013","4.186,18","4.223,51","4.235,99","4.172,08","43,75K","-1,41%"
"07/11/2013","4.246,21","4.282,13","4.306,19","4.238,86","44,88K","-1,34%"
"06/11/2013","4.303,90","4.329,77","4.381,45","4.303,90","58,07K","-0,84%"
"05/11/2013","4.340,39","4.257,64","4.340,39","4.225,40","49,17K","1,71%"
"04/11/2013","4.267,37","4.234,14","4.285,83","4.234,14","38,94K","0,64%"
"01/11/2013","4.240,21","4.246,98","4.265,81","4.189,42","45,91K","-0,72%"
"31/10/2013","4.270,97","4.323,68","4.323,68","4.266,90","52,01K","-1,49%"
"30/10/2013","4.335,59","4.254,27","4.335,59","4.250,32","52,44K","1,54%"
"29/10/2013","4.269,66","4.375,60","4.405,14","4.142,72","69,57K","-2,62%"
"28/10/2013","4.384,39","4.380,43","4.394,90","4.357,00","48,26K","-0,10%"
"25/10/2013","4.388,61","4.470,25","4.485,49","4.358,69","57,45K","-1,81%"
"24/10/2013","4.469,64","4.488,92","4.515,10","4.460,63","54,41K","-0,76%"
"23/10/2013","4.504,00","4.608,21","4.609,14","4.474,65","78,58K","-2,54%"
"22/10/2013","4.621,39","4.673,02","4.695,68","4.609,94","87,79K","-1,12%"
"21/10/2013","4.673,76","4.561,34","4.673,76","4.561,34","73,23K","2,72%"
"18/10/2013","4.549,99","4.513,65","4.557,93","4.509,03","56,82K","0,71%"
"17/10/2013","4.517,77","4.534,22","4.578,33","4.504,02","68,96K","-0,02%"
"16/10/2013","4.518,72","4.651,25","4.651,25","4.495,95","73,26K","-3,09%"
"15/10/2013","4.662,77","4.669,70","4.676,49","4.629,51","79,29K","-0,07%"
"14/10/2013","4.665,91","4.614,79","4.666,22","4.607,93","80,67K","1,13%"
"11/10/2013","4.613,58","4.576,75","4.613,58","4.562,18","74,21K","1,01%"
"10/10/2013","4.567,57","4.619,85","4.620,73","4.558,38","76,34K","-0,97%"
"09/10/2013","4.612,13","4.537,15","4.612,13","4.526,54","67,19K","1,54%"
"08/10/2013","4.542,31","4.476,78","4.542,31","4.471,67","58,21K","1,61%"
"30/09/2013","4.470,45","4.405,45","4.470,45","4.405,45","44,99K","1,75%"
"27/09/2013","4.393,74","4.378,41","4.411,63","4.378,41","51,44K","0,36%"
"26/09/2013","4.378,19","4.437,38","4.449,53","4.375,46","63,27K","-1,55%"
"25/09/2013","4.447,11","4.464,49","4.485,34","4.439,36","71,67K","-0,48%"
"24/09/2013","4.468,38","4.455,43","4.476,00","4.417,95","70,56K","0,28%"
"23/09/2013","4.455,81","4.372,88","4.455,81","4.372,88","62,24K","2,05%"
"18/09/2013","4.366,14","4.320,39","4.366,14","4.315,18","49,95K","0,95%"
"17/09/2013","4.325,06","4.384,62","4.384,62","4.324,22","61,96K","-1,37%"
"16/09/2013","4.384,99","4.354,72","4.403,52","4.354,72","59,47K","0,74%"
"13/09/2013","4.352,95","4.314,72","4.360,37","4.300,15","61,96K","0,78%"
"12/09/2013","4.319,11","4.302,42","4.340,64","4.297,48","67,22K","0,01%"
"11/09/2013","4.318,72","4.382,22","4.382,22","4.296,34","88,71K","-1,57%"
"10/09/2013","4.387,76","4.372,78","4.387,76","4.352,60","82,25K","0,41%"
"09/09/2013","4.369,94","4.355,51","4.373,89","4.340,57","76,22K","0,40%"
"06/09/2013","4.352,46","4.317,88","4.357,44","4.309,43","66,10K","0,64%"
"05/09/2013","4.324,73","4.292,64","4.333,82","4.282,72","66,81K","0,60%"
"04/09/2013","4.298,86","4.290,87","4.311,21","4.273,97","68,24K","0,19%"
"03/09/2013","4.290,87","4.221,02","4.290,87","4.216,86","66,33K","1,72%"
"02/09/2013","4.218,40","4.173,48","4.218,40","4.147,44","63,15K","0,88%"
"30/08/2013","4.181,74","4.256,81","4.269,99","4.164,49","84,97K","-1,86%"
"29/08/2013","4.260,79","4.255,02","4.272,25","4.229,10","67,84K","0,07%"
"28/08/2013","4.257,97","4.280,21","4.300,45","4.248,54","76,77K","-1,12%"
"27/08/2013","4.306,38","4.266,08","4.306,38","4.247,76","66,37K","0,91%"
"26/08/2013","4.267,37","4.186,71","4.267,37","4.186,71","61,96K","1,97%"
"23/08/2013","4.184,82","4.189,57","4.210,37","4.101,79","63,95K","0,08%"
"22/08/2013","4.181,36","4.157,79","4.200,04","4.156,48","55,40K","0,40%"
"21/08/2013","4.164,53","4.136,15","4.164,53","4.117,84","51,41K","0,56%"
"20/08/2013","4.141,53","4.126,69","4.163,46","4.110,80","53,89K","0,29%"
"19/08/2013","4.129,44","4.010,64","4.129,44","4.007,30","47,78K","2,41%"
"16/08/2013","4.032,38","4.104,50","4.165,91","4.029,65","63,19K","-2,39%"
"15/08/2013","4.131,23","4.168,58","4.182,05","4.129,32","59,41K","-1,06%"
"14/08/2013","4.175,45","4.181,01","4.202,15","4.147,25","63,56K","-0,07%"
"13/08/2013","4.178,39","4.145,74","4.178,39","4.130,03","60,72K","0,77%"
"12/08/2013","4.146,49","4.118,48","4.146,49","4.105,05","65,79K","0,80%"
"09/08/2013","4.113,43","4.116,27","4.142,62","4.056,86","56,80K","0,01%"
"08/08/2013","4.113,07","4.081,52","4.137,07","4.074,38","53,52K","0,46%"
"07/08/2013","4.094,32","4.140,77","4.147,76","4.086,93","65,21K","-1,26%"
"06/08/2013","4.146,66","4.100,47","4.155,57","4.092,63","63,46K","1,09%"
"05/08/2013","4.102,13","4.036,29","4.102,13","4.036,29","55,48K","1,57%"
"02/08/2013","4.038,77","4.040,02","4.078,69","4.034,80","63,58K","0,31%"
"01/08/2013","4.026,47","3.904,84","4.026,47","3.904,84","57,30K","3,23%"
"31/07/2013","3.900,49","3.888,09","3.925,29","3.885,45","43,02K","0,47%"
"30/07/2013","3.882,32","3.898,47","3.921,88","3.797,80","46,60K","-0,48%"
"29/07/2013","3.901,10","3.952,46","3.966,77","3.894,07","48,71K","-1,71%"
"26/07/2013","3.968,93","3.950,73","3.984,38","3.905,06","50,98K","0,14%"
"25/07/2013","3.963,31","4.057,98","4.066,01","3.951,42","65,62K","-2,33%"
"24/07/2013","4.057,86","4.010,29","4.064,61","3.986,12","67,65K","1,06%"
"23/07/2013","4.015,22","3.928,55","4.015,22","3.928,55","64,60K","2,45%"
"22/07/2013","3.919,30","3.806,73","3.919,30","3.794,53","50,38K","2,27%"
"19/07/2013","3.832,16","3.909,24","3.958,21","3.832,16","63,72K","-2,02%"
"18/07/2013","3.911,20","3.895,67","3.933,60","3.867,41","56,63K","0,06%"
"17/07/2013","3.908,83","3.957,36","3.979,76","3.889,21","60,92K","-1,46%"
"16/07/2013","3.966,64","3.927,98","3.966,64","3.902,40","58,54K","1,10%"
"15/07/2013","3.923,38","3.833,03","3.923,38","3.833,03","55,85K","2,46%"
"12/07/2013","3.829,20","3.828,74","3.884,54","3.820,95","57,15K","-0,07%"
"11/07/2013","3.832,03","3.747,89","3.855,89","3.747,89","64,68K","2,16%"
"10/07/2013","3.751,05","3.649,54","3.751,05","3.648,77","48,92K","2,75%"
"09/07/2013","3.650,70","3.612,35","3.650,70","3.595,79","36,80K","0,83%"
"08/07/2013","3.620,65","3.698,58","3.705,50","3.611,25","47,89K","-3,61%"
"05/07/2013","3.756,33","3.795,21","3.830,27","3.756,33","50,91K","-1,03%"
"04/07/2013","3.795,61","3.761,03","3.839,36","3.742,64","54,34K","0,40%"
"03/07/2013","3.780,60","3.758,15","3.789,83","3.690,78","50,71K","0,28%"
"02/07/2013","3.769,93","3.695,51","3.769,93","3.692,47","48,89K","2,07%"
"01/07/2013","3.693,60","3.594,87","3.693,60","3.582,40","38,96K","2,54%"
"28/06/2013","3.602,11","3.599,11","3.680,90","3.556,30","42,77K","-0,65%"
"27/06/2013","3.625,68","3.703,46","3.758,31","3.625,64","55,87K","-1,95%"
"26/06/2013","3.697,96","3.598,27","3.697,96","3.578,03","50,69K","2,65%"
"25/06/2013","3.602,57","3.563,81","3.616,72","3.330,60","59,34K","-0,06%"
"24/06/2013","3.604,75","3.824,98","3.824,98","3.570,71","47,78K","-5,97%"
"21/06/2013","3.833,82","3.791,66","3.855,66","3.721,59","40,19K","-0,70%"
"20/06/2013","3.860,89","3.965,70","3.976,15","3.859,83","40,88K","-3,17%"
"19/06/2013","3.987,30","3.984,79","3.987,30","3.926,60","40,64K","-0,45%"
"18/06/2013","4.005,14","3.995,61","4.013,98","3.947,00","41,62K","0,22%"
"17/06/2013","3.996,34","3.985,37","4.028,77","3.967,97","46,11K","0,52%"
"14/06/2013","3.975,52","3.892,87","3.981,80","3.892,87","42,19K","2,26%"
"13/06/2013","3.887,74","3.939,75","3.939,75","3.788,30","44,39K","-2,45%"
"07/06/2013","3.985,51","4.036,28","4.062,93","3.959,86","47,45K","-1,27%"
"06/06/2013","4.036,82","4.088,04","4.093,52","4.033,78","45,10K","-1,66%"
"05/06/2013","4.104,91","4.073,73","4.110,79","4.067,03","43,44K","0,61%"
"04/06/2013","4.080,09","4.166,93","4.166,93","4.041,68","56,87K","-2,22%"
"03/06/2013","4.172,69","4.204,52","4.220,44","4.163,57","56,17K","-0,91%"
"31/05/2013","4.210,97","4.230,77","4.256,53","4.210,30","64,32K","-0,47%"
"30/05/2013","4.231,04","4.199,12","4.238,52","4.188,80","62,42K","0,41%"
"29/05/2013","4.213,76","4.178,14","4.216,17","4.174,72","63,33K","0,81%"
"28/05/2013","4.179,85","4.207,92","4.212,07","4.137,09","67,51K","-0,74%"
"27/05/2013","4.210,93","4.164,27","4.210,93","4.163,81","63,71K","1,20%"
"24/05/2013","4.160,95","4.089,49","4.160,95","4.089,49","57,76K","1,76%"
"23/05/2013","4.089,16","4.094,11","4.153,43","4.076,16","64,90K","-0,54%"
"22/05/2013","4.111,25","4.158,74","4.164,86","4.093,93","73,13K","-1,38%"
"21/05/2013","4.168,57","4.101,09","4.168,57","4.093,69","74,87K","1,54%"
"20/05/2013","4.105,23","4.039,56","4.105,23","4.036,18","75,22K","1,83%"
"17/05/2013","4.031,55","3.972,41","4.037,42","3.969,94","63,80K","1,35%"
"16/05/2013","3.977,95","3.947,51","3.999,97","3.939,43","62,98K","0,61%"
"15/05/2013","3.953,85","3.888,14","3.953,85","3.888,14","46,45K","1,65%"
"14/05/2013","3.889,64","3.929,39","3.929,39","3.866,05","46,94K","-1,20%"
"13/05/2013","3.936,80","3.912,17","3.936,80","3.893,22","49,33K","0,63%"
"10/05/2013","3.912,06","3.886,00","3.912,35","3.867,00","54,59K","0,49%"
"09/05/2013","3.892,92","3.874,24","3.892,92","3.846,63","56,22K","0,39%"
"08/05/2013","3.877,75","3.833,92","3.877,75","3.830,56","48,96K","1,26%"
"07/05/2013","3.829,51","3.813,07","3.836,21","3.799,18","45,38K","0,31%"
"06/05/2013","3.817,58","3.753,78","3.821,54","3.753,78","46,78K","1,89%"
"03/05/2013","3.746,93","3.674,16","3.752,70","3.674,16","41,19K","2,18%"
"02/05/2013","3.667,16","3.615,23","3.667,16","3.605,87","28,43K","1,09%"
"26/04/2013","3.627,50","3.693,93","3.705,33","3.620,41","37,11K","-1,97%"
"25/04/2013","3.700,49","3.763,74","3.789,45","3.700,49","49,58K","-1,87%"
"24/04/2013","3.770,95","3.682,07","3.774,48","3.681,00","44,27K","2,32%"
"23/04/2013","3.685,55","3.790,75","3.790,78","3.682,75","47,98K","-2,84%"
"22/04/2013","3.793,25","3.739,32","3.793,25","3.737,49","47,24K","1,08%"
"19/04/2013","3.752,88","3.681,87","3.762,40","3.681,87","46,07K","1,93%"
"18/04/2013","3.681,91","3.650,82","3.689,28","3.638,09","33,53K","0,33%"
"17/04/2013","3.669,80","3.627,76","3.669,80","3.626,29","31,31K","1,10%"
"16/04/2013","3.629,74","3.560,81","3.629,74","3.545,60","31,68K","0,98%"
"15/04/2013","3.594,43","3.632,50","3.632,50","3.583,94","31,43K","-1,35%"
"12/04/2013","3.643,71","3.667,61","3.686,20","3.640,87","33,99K","-0,83%"
"11/04/2013","3.674,33","3.690,89","3.702,91","3.672,55","36,42K","-0,31%"
"10/04/2013","3.685,73","3.697,60","3.708,31","3.652,12","37,81K","-0,48%"
"09/04/2013","3.703,40","3.666,48","3.707,53","3.666,34","38,98K","0,94%"
"08/04/2013","3.669,01","3.597,39","3.669,02","3.548,96","42,46K","0,73%"
"03/04/2013","3.642,59","3.678,89","3.687,38","3.625,49","42,11K","-1,02%"
"02/04/2013","3.680,15","3.741,70","3.770,93","3.673,80","44,03K","-1,69%"
"01/04/2013","3.743,37","3.710,33","3.755,56","3.710,32","38,12K","0,84%"
"29/03/2013","3.712,22","3.709,37","3.734,72","3.695,06","38,17K","0,05%"
"28/03/2013","3.710,24","3.801,36","3.801,36","3.710,24","49,40K","-3,02%"
"27/03/2013","3.825,75","3.811,66","3.847,04","3.798,34","46,20K","0,30%"
"26/03/2013","3.814,19","3.822,38","3.822,75","3.764,62","48,65K","-0,52%"
"25/03/2013","3.834,29","3.827,61","3.844,81","3.803,41","47,33K","0,19%"
"22/03/2013","3.827,09","3.812,61","3.833,20","3.800,16","50,06K","0,24%"
"21/03/2013","3.818,09","3.768,48","3.829,12","3.767,51","56,44K","1,30%"
"20/03/2013","3.769,26","3.675,11","3.769,26","3.673,02","48,58K","2,55%"
"19/03/2013","3.675,68","3.669,64","3.689,66","3.613,20","39,02K","0,11%"
"18/03/2013","3.671,80","3.703,14","3.722,71","3.668,69","38,56K","-1,17%"
"15/03/2013","3.715,14","3.707,10","3.765,32","3.672,57","45,10K","0,15%"
"14/03/2013","3.709,72","3.686,44","3.728,68","3.683,27","38,37K","0,36%"
"13/03/2013","3.696,45","3.715,09","3.717,83","3.656,72","44,43K","-0,80%"
"12/03/2013","3.726,20","3.829,91","3.847,22","3.679,00","59,52K","-2,76%"
"11/03/2013","3.832,11","3.823,26","3.848,73","3.803,93","43,93K","0,08%"
"08/03/2013","3.829,17","3.866,65","3.884,07","3.824,18","51,51K","-0,99%"
"07/03/2013","3.867,61","3.909,43","3.916,14","3.827,82","70,62K","-1,21%"
"06/03/2013","3.914,84","3.855,49","3.914,84","3.855,49","72,52K","1,72%"
"05/03/2013","3.848,59","3.754,67","3.848,59","3.744,29","58,21K","2,34%"
"04/03/2013","3.760,61","3.847,07","3.847,20","3.733,81","74,45K","-2,99%"
"01/03/2013","3.876,64","3.812,45","3.876,64","3.809,04","63,53K","1,60%"
"28/02/2013","3.815,72","3.751,82","3.815,72","3.739,30","55,40K","1,88%"
"27/02/2013","3.745,41","3.746,55","3.775,55","3.713,43","47,56K","0,04%"
"26/02/2013","3.743,81","3.775,20","3.807,76","3.740,23","55,45K","-1,24%"
"25/02/2013","3.790,96","3.752,50","3.797,04","3.751,26","46,45K","1,25%"
"22/02/2013","3.744,10","3.742,91","3.784,23","3.738,36","46,12K","-0,16%"
"21/02/2013","3.750,17","3.797,96","3.800,27","3.717,77","63,41K","-1,79%"
"20/02/2013","3.818,44","3.734,22","3.818,44","3.733,20","56,06K","2,16%"
"19/02/2013","3.737,65","3.794,51","3.799,16","3.723,08","55,78K","-1,58%"
"18/02/2013","3.797,69","3.774,06","3.801,89","3.762,90","54,30K","1,12%"
"08/02/2013","3.755,54","3.700,11","3.763,40","3.699,94","42,78K","1,49%"
"07/02/2013","3.700,57","3.681,26","3.706,57","3.665,37","40,66K","0,52%"
"06/02/2013","3.681,31","3.658,07","3.691,81","3.658,07","42,86K","0,65%"
"05/02/2013","3.657,51","3.605,23","3.657,51","3.593,20","47,71K","0,90%"
"04/02/2013","3.624,82","3.664,59","3.672,31","3.610,21","56,64K","-0,95%"
"01/02/2013","3.659,46","3.632,69","3.664,88","3.622,89","52,52K","0,56%"
"31/01/2013","3.639,19","3.655,88","3.657,06","3.617,58","53,89K","-0,60%"
"30/01/2013","3.661,03","3.666,21","3.672,06","3.626,88","59,22K","-0,07%"
"29/01/2013","3.663,64","3.632,45","3.671,29","3.625,51","57,10K","0,94%"
"28/01/2013","3.629,36","3.536,28","3.629,36","3.536,28","49,17K","2,61%"
"25/01/2013","3.536,90","3.532,52","3.556,97","3.517,32","42,69K","-0,09%"
"24/01/2013","3.540,22","3.627,28","3.657,68","3.511,36","69,59K","-2,47%"
"23/01/2013","3.630,04","3.605,10","3.630,77","3.570,81","58,28K","0,36%"
"22/01/2013","3.617,13","3.685,27","3.685,27","3.590,16","64,85K","-1,97%"
"21/01/2013","3.689,91","3.663,77","3.689,91","3.645,51","65,80K","0,83%"
"18/01/2013","3.659,57","3.605,09","3.659,57","3.594,82","64,00K","1,57%"
"17/01/2013","3.602,85","3.639,06","3.646,80","3.593,07","63,93K","-1,18%"
"16/01/2013","3.645,82","3.643,42","3.656,87","3.580,84","82,22K","-0,09%"
"15/01/2013","3.649,14","3.583,84","3.659,87","3.583,70","91,42K","1,96%"
"14/01/2013","3.578,98","3.449,48","3.581,01","3.449,03","74,04K","3,60%"
"11/01/2013","3.454,62","3.525,95","3.534,48","3.446,31","69,43K","-1,98%"
"10/01/2013","3.524,24","3.493,87","3.530,58","3.492,49","64,21K","0,75%"
"09/01/2013","3.497,93","3.487,33","3.526,02","3.461,28","73,06K","0,15%"
"08/01/2013","3.492,86","3.444,44","3.501,48","3.426,98","69,85K","1,49%"
"07/01/2013","3.441,69","3.387,16","3.441,69","3.380,11","56,40K","1,48%"
"04/01/2013","3.391,45","3.427,27","3.434,72","3.358,30","55,38K","-0,45%"
"31/12/2012","3.406,80","3.384,58","3.409,61","3.373,73","48,03K","0,82%"
"28/12/2012","3.378,98","3.335,71","3.378,98","3.326,12","50,06K","1,14%"
"27/12/2012","3.340,74","3.377,30","3.391,57","3.339,93","59,53K","-0,98%"
"26/12/2012","3.373,75","3.317,39","3.373,75","3.313,96","58,92K","1,67%"
"25/12/2012","3.318,39","3.239,01","3.326,79","3.232,24","57,41K","2,29%"
"24/12/2012","3.244,10","3.212,27","3.246,91","3.209,53","34,61K","0,81%"
"21/12/2012","3.218,08","3.216,74","3.255,34","3.200,77","41,92K","0,07%"
"20/12/2012","3.215,95","3.198,37","3.219,51","3.168,02","39,83K","0,31%"
"19/12/2012","3.205,87","3.186,80","3.219,45","3.182,16","37,90K","0,40%"
"18/12/2012","3.192,98","3.195,90","3.233,60","3.176,62","47,89K","-0,26%"
"17/12/2012","3.201,26","3.188,29","3.210,60","3.171,96","53,42K","0,55%"
"14/12/2012","3.183,75","3.054,65","3.188,34","3.054,65","59,24K","3,99%"
"13/12/2012","3.061,62","3.097,57","3.112,89","3.059,03","34,76K","-1,39%"
"12/12/2012","3.104,93","3.099,03","3.117,14","3.068,21","37,47K","0,01%"
"11/12/2012","3.104,63","3.117,68","3.141,24","3.100,60","44,82K","-0,76%"
"10/12/2012","3.128,40","3.076,90","3.130,84","3.065,60","49,46K","1,84%"
"07/12/2012","3.071,86","2.994,53","3.076,47","2.986,16","46,06K","2,44%"
"06/12/2012","2.998,71","2.996,91","3.018,39","2.980,62","32,95K","-0,01%"
"05/12/2012","2.999,13","2.880,15","3.017,89","2.873,95","41,49K","3,86%"
"04/12/2012","2.887,79","2.839,70","2.891,10","2.798,27","27,33K","1,30%"
"03/12/2012","2.850,82","2.926,67","2.941,67","2.849,60","22,98K","-2,72%"
"30/11/2012","2.930,45","2.889,21","2.933,38","2.880,77","21,96K","1,31%"
"29/11/2012","2.892,59","2.927,73","2.954,00","2.888,67","20,89K","-1,28%"
"28/11/2012","2.930,07","2.988,75","2.988,75","2.921,78","22,43K","-2,50%"
"27/11/2012","3.005,27","3.127,64","3.127,64","3.005,27","27,53K","-4,23%"
"26/11/2012","3.137,87","3.175,09","3.175,37","3.134,99","22,21K","-1,26%"
"23/11/2012","3.177,76","3.166,50","3.194,75","3.163,83","23,90K","0,25%"
"22/11/2012","3.169,89","3.195,46","3.195,46","3.161,96","24,63K","-1,19%"
"21/11/2012","3.208,17","3.170,43","3.208,17","3.130,32","27,34K","1,06%"
"20/11/2012","3.174,42","3.188,62","3.202,73","3.173,76","22,75K","-0,28%"
"19/11/2012","3.183,36","3.162,50","3.183,68","3.135,74","21,44K","0,56%"
"16/11/2012","3.165,49","3.178,30","3.178,67","3.143,04","22,11K","-0,62%"
"15/11/2012","3.185,24","3.234,58","3.245,29","3.184,44","24,44K","-1,93%"
"14/11/2012","3.248,08","3.242,14","3.251,06","3.210,26","24,36K","0,07%"
"13/11/2012","3.245,89","3.312,98","3.312,98","3.240,29","30,63K","-2,02%"
"12/11/2012","3.312,96","3.285,93","3.314,02","3.283,19","25,66K","0,86%"
"09/11/2012","3.284,72","3.283,87","3.308,94","3.273,17","25,46K","-0,27%"
"08/11/2012","3.293,70","3.354,83","3.355,68","3.293,70","32,26K","-2,56%"
"07/11/2012","3.380,40","3.376,73","3.395,18","3.361,58","26,61K","0,01%"
"06/11/2012","3.380,06","3.405,99","3.405,99","3.332,90","32,51K","-0,78%"
"05/11/2012","3.406,76","3.416,22","3.424,96","3.391,32","31,56K","-0,34%"
"02/11/2012","3.418,42","3.403,37","3.419,40","3.385,77","35,20K","0,46%"
"01/11/2012","3.402,75","3.343,17","3.409,63","3.343,17","35,38K","1,79%"
"31/10/2012","3.342,92","3.326,22","3.342,92","3.308,76","24,25K","0,46%"
"30/10/2012","3.327,51","3.319,99","3.356,61","3.319,99","24,76K","0,17%"
"29/10/2012","3.321,76","3.318,97","3.335,93","3.304,42","22,79K","-0,18%"
"26/10/2012","3.327,72","3.397,84","3.401,85","3.308,93","31,63K","-2,18%"
"25/10/2012","3.401,95","3.440,99","3.460,66","3.400,98","34,91K","-1,13%"
"24/10/2012","3.440,75","3.434,44","3.461,21","3.427,94","32,55K","-0,43%"
"23/10/2012","3.455,70","3.492,53","3.500,64","3.453,16","35,83K","-1,06%"
"22/10/2012","3.492,79","3.458,75","3.495,20","3.449,97","29,86K","0,43%"
"19/10/2012","3.477,78","3.484,83","3.493,08","3.468,96","33,45K","-0,26%"
"18/10/2012","3.486,98","3.430,32","3.494,55","3.430,32","41,95K","1,60%"
"17/10/2012","3.432,01","3.421,95","3.441,07","3.394,84","30,82K","0,38%"
"16/10/2012","3.418,92","3.401,10","3.443,62","3.390,88","30,27K","0,38%"
"15/10/2012","3.405,95","3.428,38","3.428,38","3.372,86","29,69K","-0,77%"
"12/10/2012","3.432,24","3.442,05","3.473,11","3.395,82","32,98K","-0,24%"
"11/10/2012","3.440,52","3.489,30","3.498,43","3.439,71","40,88K","-1,54%"
"10/10/2012","3.494,37","3.446,93","3.494,37","3.438,20","40,45K","1,24%"
"09/10/2012","3.451,72","3.359,95","3.451,72","3.359,95","34,71K","2,78%"
"08/10/2012","3.358,49","3.361,28","3.382,12","3.341,34","21,60K","-0,02%"
"28/09/2012","3.359,22","3.288,97","3.359,25","3.280,18","27,58K","1,75%"
"27/09/2012","3.301,32","3.227,49","3.323,16","3.225,91","28,27K","2,18%"
"26/09/2012","3.231,02","3.315,49","3.325,80","3.224,68","23,77K","-2,79%"
"25/09/2012","3.323,86","3.343,62","3.364,78","3.314,01","24,05K","-0,84%"
"24/09/2012","3.351,99","3.311,99","3.364,24","3.284,43","24,11K","0,68%"
"21/09/2012","3.329,30","3.351,93","3.375,22","3.325,90","26,86K","-1,05%"
"20/09/2012","3.364,47","3.480,23","3.480,23","3.361,50","32,49K","-3,50%"
"19/09/2012","3.486,53","3.457,31","3.488,25","3.455,66","25,16K","0,92%"
"18/09/2012","3.454,67","3.447,80","3.478,94","3.436,54","26,00K","-0,23%"
"17/09/2012","3.462,53","3.563,89","3.565,80","3.462,53","35,53K","-2,96%"
"14/09/2012","3.568,22","3.592,05","3.607,64","3.538,61","39,56K","0,02%"
"13/09/2012","3.567,51","3.625,71","3.634,01","3.567,51","42,54K","-1,68%"
"12/09/2012","3.628,53","3.612,15","3.628,53","3.586,49","43,63K","0,73%"
"11/09/2012","3.602,09","3.596,41","3.602,09","3.573,21","42,97K","-0,18%"
"10/09/2012","3.608,76","3.571,24","3.619,73","3.561,83","51,61K","1,09%"
"07/09/2012","3.569,98","3.482,53","3.600,19","3.482,53","58,66K","3,23%"
"06/09/2012","3.458,19","3.423,91","3.458,19","3.421,86","29,22K","1,13%"
